seqCorp,法人コード,法人の名称,法人の名称フリガナ,法人区分,行政庁,法人番号(JCN),郵便番号,主たる事務所の住所,代表電話番号,代表者の氏名,ホームページアドレス,事業年度,事業の種類,事業の概要,税額控除に係る証明
3294,A009663,一般社団法人日本私立医科大学協会,イッパンシャダンホウジンニホンシリツイカダイガクキョウカイ,一般社団法人である移行法人,内閣府,7010005017494,102-0073,東京都千代田区九段北４丁目２番２５号私学会館,03-3234-6691,炭山　嘉伸,https://www.idaikyo.or.jp/,04月01日～03月31日,,私立医科大学の財政基盤、管理運営、経営、教育、教職員の福祉厚生及び向上充実に関する調査研究並びに研修会開催、学生の生活向上に必要な援護、医学教育・研究の国際交流、全国の希望者に対し広報誌の発行等を行う,
3295,,,,,,,,,,,,,,,
3296,A009730,公益財団法人新潟水道サービス,コウエキザイダンホウジンニイガタスイドウサービス,公益財団法人,新潟県,4110005000170,950-0914,新潟県新潟市中央区紫竹山一丁目5番１０号,025-241-1221,川井　直光,http://www.niigata-ss.jp/,04月01日～03月31日,国民生活に不可欠な物資、エネルギー等の安定供給の確保を目的とする事業,市民が安心して水道を使えるよう支援することを通し、文化的な市民生活の維持向上に寄与するための事業,
3297,A001337,公益財団法人名古屋国際センター,コウエキザイダンホウジンナゴヤコクサイセンター,公益財団法人,愛知県,6180005014063,450-0001,愛知県名古屋市中村区那古野１丁目４７番１号,052-581-5674,眞野　隆久,http://www.nic-nagoya.or.jp,04月01日～03月31日,国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業,地域の歴史や文化等を生かし、市民レベルの相互理解に基づく多文化共生社会の形成を促進し、誰もが共に豊かに安心して暮らせる社会の実現に努め、もって普遍的な国際平和への寄与を目的とする事業を行う。,
3298,,,,,,,,,,,,,,,
3299,A001659,一般社団法人全集連保証協会,イッパンシャダンホウジンゼンシュウレンホショウキョウカイ,一般社団法人,内閣府,,103-0013,東京都中央区日本橋人形町一丁目９番２号,03-3664-2103,宗島　慶明,http://www.zenhokyo.or.jp/,04月01日～03月31日,,全国主食集荷協同組合連合会の会員及びその所属員たる集荷業者並びに傘下の契約農業者が金融機関から米麦等の集荷販売上必要とする資金や農業近代化資金等を借入れることにより負担する債務の保証。,
3300,,,,,,,,,,,,,,,
3301,A009374,一般財団法人愛知県医療機関特定退職金共済会,イッパンザイダンホウジンアイチケンイリョウキカントクテイタイショクキンキョウサイカイ,一般財団法人,愛知県,6180005004733,461-0004,愛知県名古屋市東区葵１丁目１８番１４号名古屋市医師会協同組合ビル,052-937-7832,柵木　充明,http://www.nagoya-ikyou.or.jp/tokutai/tokutai.htm,07月01日～06月30日,,愛知県内において非官公立の病院又は診療所及びこれらの関連事業を営む事業所に勤務する従業員に対する所得税法施行令に基づく特定退職金共済事業,
3302,,,,,,,,,,,,,,,
3303,,,,,,,,,,,,,,,
3304,A001412,公益財団法人静岡新聞・静岡放送文化福祉事業団,コウエキザイダンホウジンシズオカシンブンシズオカホウソウブンカフクシジギョウダン,公益財団法人,静岡県,2080005006124,422-8033,静岡県静岡市駿河区登呂３丁目１番１号,054-284-3217,大石　剛,http://www.sbs-bunkafukushi.com/profile/index.html,04月01日～03月31日,"文化及び芸術の振興を目的とする事業、
男女共同参画社会の形成その他のより良い社会の形成の推進を目的とする事業",駿府博物館における展覧会事業と芸術文化の普及事業、県民からの募金を原資にした社会福祉事業及び災害救援活動への助成及び支援、財団の原資で行う個人・団体の地域貢献活動に対する表彰事業、他に収益事業を行う,【証明】公益財団法人静岡新聞・静岡放送文化福祉事業団[税額控除]
3305,,,,,,,,,,,,,,,
3306,A009208,一般財団法人埼玉伝統工芸協会,イッパンザイダンホウジンサイタマデントウコウゲイキョウカイ,－,埼玉県,2030005011566,355-0321,埼玉県比企郡小川町大字小川１２２０番地,0493-72-1220,松本　恒夫,http://saitamacraft.com,04月01日～03月31日,文化及び芸術の振興を目的とする事業,埼玉県内の伝統的手工芸品産業にかかる催事、情報提供、人材養成等の事業を行ない、県内経済の興隆と県民の生活文化の向上に寄与することを目的として事業を実施している。,
3307,,,,,,,,,,,,,,,
3308,,,,,,,,,,,,,,,
3309,A001848,一般社団法人全国浄化槽団体連合会,イッパンシャダンホウジンゼンコクジョウカソウダンタイレンゴウカイ,一般社団法人,内閣府,3011105000336,160-0000,東京都新宿区市ヶ谷八幡町１３番地,03-3267-9757,上田　勝朗,http://www.zenjohren.or.jp/,04月01日～03月31日,,浄化槽に関する技術の向上及び知識の普及を図るとともに浄化槽業界の健全な発展を図り、もって国民の生活環境の保全に資する。,
3310,,,,,,,,,,,,,,,
3311,A009344,一般財団法人三重県産業衛生協会,イッパンザイダンホウジンミエケンサンギョウエイセイキョウカイ,一般財団法人である移行法人,三重県,7190005007684,511-0068,三重県桑名市中央町３丁目２３番地,0594-22-1010,山本　重雄,https://www.kenkoshindan.or.jp/,04月01日～03月31日,,各種健康診断事業を行うと共に健康啓発事業並びに健康保持増進に関する事業を行います。また不幸にして業務上災害に遭われた方の子弟に対する就学援護を行います。,
3312,,,,,,,,,,,,,,,
3313,,,,,,,,,,,,,,,
3314,A009478,公益社団法人北九州市獣医師会,コウエキシャダンホウジンキタキュウシュウシジュウイシカイ,公益社団法人,福岡県,1290805000371,805-0071,福岡県北九州市八幡東区東田１丁目３番６号,093-662-1054,関　一弥,http://www.kitakyu-vet.com,04月01日～03月31日,"学術及び科学技術の振興を目的とする事業、
障害者若しくは生活困窮者又は事故、災害若しくは犯罪による被害者の支援を目的とする事業、
公衆衛生の向上を目的とする事業、
児童又は青少年の健全な育成を目的とする事業、
地球環境の保全又は自然環境の保護及び整備を目的とする事業、
地域社会の健全な発展を目的とする事業",人と動物のよりよく共生していける社会を創成し、維持発展していくために共通感染症の予防・啓発や質の高い動物医療を提供するための継続教育、動物愛護及び適正管理等の事業を通じて地域社会への貢献を行っている。,
3315,A001904,一般財団法人青森県教育厚生会,イッパンザイダンホウジンアオモリケンキョウイクコウセイカイ,一般財団法人,青森県,,030-0823,青森県青森市橋本１丁目２番２５号,017-721-1310,谷崎　嘉治,http://www.a-kyouiku-kouseikai.or.jp/,04月01日～03月31日,,会員に対する福利厚生事業や、文化事業、教育支援事業等公益事業を行うことにより、会員の福祉の増進及び文化意識の高揚を図り、もって青森県における教育の振興発展に寄与する。,
3316,,,,,,,,,,,,,,,
3317,A009731,一般社団法人北海道ＬＰガス協会,イッパンシャダンホウジンホッカイドウエルピーガスキョウカイ,一般社団法人,北海道,1430005010875,003-0013,北海道札幌市白石区中央三条３丁目１番４０号,011-812-6411,鉢呂　喜一,http://www.hokkaidolpg.or.jp/,04月01日～03月31日,,液化石油ガス事業等の保安の確保に関する啓発、調査及び研究並びに安全性等に関する技術指導、教育に関する業務,
3318,,,,,,,,,,,,,,,
3319,,,,,,,,,,,,,,,
3320,,,,,,,,,,,,,,,
3321,,,,,,,,,,,,,,,
3322,A009899,一般社団法人新潟県警備業協会,イッパンシャダンホウジンニイガタケンケイビギョウキョウカイ,一般社団法人,新潟県,,950-0965,新潟県新潟市中央区新光町１０番地２技術士センタービル,025-281-8125,小松　良平,,04月01日～03月31日,,警備業務の適正な実施を確保して警備業の健全な発展を図るとともに、地域安全、災害対策活動等を推進し、社会公共の安全に寄与することを目的とし事業を行っている。,
3323,A001024,公益財団法人東京労働者福祉厚生協会,コウエキザイダンホウジントウキョウロウドウシャフクシコウセイキョウカイ,公益財団法人,内閣府,6010405009472,108-0014,東京都港区芝5丁目26番30号専売ビル7階,03-6435-3045,大塚　敬章,http://www.trfk.org,04月01日～03月31日,"高齢者の福祉の増進を目的とする事業、
勤労者の福祉の向上を目的とする事業",厚生年金保険被保険者のための公的融資付優良分譲住宅の建設供給事業に伴う厚生年金資金の貸付事業に係わる償還と債権管理業務並びに主として既分譲住宅の建替等による老朽化・高齢化対策事業,
